name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage(km/ltr/kg),engine
hyundai i20 2015-2017 sportz 1.4 crdi,2017,575000,50000,diesel,individual,manual,first owner,22.54,1396.0
hyundai eon era plus,2014,170000,70000,petrol,individual,manual,second owner,21.1,814.0
maruti alto 800 vxi,2014,250999,30000,petrol,individual,manual,first owner,22.74,796.0
mahindra xuv500 w10 2wd,2015,950000,188000,diesel,individual,manual,first owner,16.0,2179.0
honda city i vtec e,2014,650000,60000,petrol,individual,manual,first owner,17.8,1497.0
tata safari storme ex,2013,550000,133000,diesel,individual,manual,first owner,14.0,2179.0
toyota innova 2.5 e diesel ps 7-seater,2010,650000,160000,diesel,individual,manual,first owner,12.8,2494.0
mahindra xuv500 w8 4wd,2013,800000,150000,diesel,individual,manual,second owner,15.1,2179.0
maruti alto 800 vxi,2020,250999,30000,petrol,individual,manual,first owner,22.05,796.0
maruti alto 800 lxi,2013,170000,60000,petrol,individual,manual,second owner,22.74,796.0
tata indigo cs le (tdi) bs-iii,2013,250000,30000,diesel,individual,manual,first owner,19.09,1396.0
chevrolet enjoy petrol ls 7 seater,2014,312000,80000,petrol,individual,manual,first owner,13.7,1399.0
maruti alto 800 lxi,2014,250000,20000,petrol,individual,manual,first owner,22.74,796.0
hyundai eon magna plus,2013,200000,80000,petrol,individual,manual,first owner,21.1,814.0
mahindra scorpio s2 7 seater,2016,670000,73000,diesel,individual,manual,first owner,15.4,2523.0
hyundai eon d lite plus,2017,270000,50000,petrol,individual,manual,first owner,21.1,814.0
mahindra bolero 2011-2019 slx,2012,360000,200000,diesel,individual,manual,first owner,15.96,2523.0
maruti swift vdi,2018,630000,46000,diesel,individual,manual,first owner,28.4,1248.0
mahindra supro lx 8 str,2018,400000,50000,diesel,individual,manual,first owner,23.5,909.0
maruti xl6 alpha,2019,1000000,15000,petrol,individual,manual,first owner,19.01,1462.0
maruti sx4 s cross 2015-2017 ddis 200 sigma,2017,650000,44000,diesel,dealer,manual,first owner,23.65,1248.0
maruti ritz vdi,2010,217000,120000,diesel,individual,manual,first owner,21.1,1248.0
maruti swift zxi,2012,280000,70000,petrol,individual,manual,second owner,18.6,1197.0
ford classic 1.6 duratec lxi,2013,350000,90000,petrol,individual,manual,first owner,14.09,1596.0
mahindra xuv500 w10 2wd,2017,1150000,42000,diesel,individual,manual,second owner,16.0,2179.0
hyundai grand i10 magna,2016,420000,30000,petrol,individual,manual,second owner,18.9,1197.0
maruti ciaz 1.4 alpha,2017,810000,80000,petrol,individual,manual,first owner,20.73,1373.0
hyundai i20 1.2 sportz,2011,290000,90000,petrol,individual,manual,third owner,17.0,1197.0
chevrolet beat lt,2012,180000,60000,petrol,individual,manual,first owner,18.6,1199.0
maruti eeco 5 seater ac bsiv,2010,160000,162000,petrol,individual,manual,first owner,15.37,1196.0
tata nano xe,2017,66000,70000,petrol,individual,manual,third owner,23.9,624.0
maruti wagon r stingray vxi,2015,369000,20000,petrol,individual,manual,second owner,20.51,998.0
tata new safari dicor 2.2 vx 4x2 bs iv,2012,300000,80000,diesel,individual,manual,second owner,13.93,2179.0
mahindra bolero plus ac,2008,350000,90000,diesel,individual,manual,first owner,13.6,2523.0
hyundai i10 asta sunroof at,2008,220000,120000,petrol,individual,automatic,second owner,19.2,1197.0
chevrolet tavera b3 lt l1 10 seats bsiii,2005,160000,220000,diesel,individual,manual,first owner,14.8,2499.0
maruti swift ldi bsiv,2009,221000,100000,diesel,individual,manual,second owner,17.8,1248.0
tata zest revotron 1.2 xt,2017,400000,35000,petrol,individual,manual,first owner,17.57,1193.0
toyota camry v4 (mt),2004,250000,120000,petrol,individual,manual,second owner,13.4,2362.0
mahindra bolero di bsiii,2011,390000,120000,diesel,individual,manual,fourth & above owner,13.6,2523.0
maruti eeco 5 seater ac bsiv,2012,190000,110000,petrol,individual,manual,first owner,15.37,1196.0
renault kwid rxt,2017,300000,60000,petrol,individual,manual,first owner,25.17,799.0
hyundai i20 1.4 asta dual tone,2017,750000,27000,diesel,individual,manual,first owner,22.54,1396.0
maruti swift dzire vdi,2016,650000,50000,diesel,individual,manual,first owner,26.59,1248.0
honda amaze i-vtec privilege edition,2018,635000,40000,petrol,individual,manual,first owner,17.8,1198.0
hyundai verna 1.6 sx,2013,520000,88000,diesel,individual,manual,second owner,22.32,1582.0
mahindra scorpio s11 4wd bsiv,2020,1500000,50000,diesel,individual,manual,first owner,16.36,2179.0
hyundai verna 1.6 sx crdi (o),2012,415000,80000,diesel,individual,manual,second owner,22.32,1582.0
hyundai elite i20 diesel sportz,2019,700000,60000,diesel,individual,manual,first owner,22.54,1396.0
maruti swift lxi,2017,484999,26000,petrol,individual,manual,second owner,21.21,1197.0
ford fiesta 1.4 durasport exi,2007,120000,80000,petrol,individual,manual,second owner,16.6,1388.0
hyundai eon era plus,2014,220000,60000,petrol,individual,manual,second owner,21.1,814.0
hyundai i10 magna,2014,320000,80000,petrol,individual,manual,second owner,20.36,1197.0
maruti swift vdi,2011,375000,90000,diesel,individual,manual,second owner,22.9,1248.0
hyundai verna 1.6 sx crdi (o),2012,440000,80000,diesel,individual,manual,second owner,22.32,1582.0
hyundai grand i10 1.2 kappa magna at,2019,550000,15000,petrol,individual,automatic,first owner,18.9,1197.0
maruti swift zdi bsiv,2017,640000,35000,diesel,individual,manual,second owner,25.2,1248.0
toyota etios gd,2014,420000,120000,diesel,individual,manual,first owner,23.59,1364.0
hyundai grand i10 crdi sportz,2016,330000,63000,diesel,individual,manual,third owner,24.0,1120.0
volkswagen ameo 1.5 tdi highline plus,2019,800000,25000,diesel,individual,manual,first owner,21.66,1498.0
maruti wagon r lxi bs iv,2011,240000,64500,petrol,individual,manual,first owner,18.9,998.0
mahindra kuv 100 mfalcon d75 k2 plus,2016,360000,100000,diesel,individual,manual,second owner,25.32,1198.0
hyundai verna 1.6 crdi sx,2017,750000,40000,diesel,individual,manual,first owner,23.9,1582.0
hyundai i20 1.2 magna executive,2017,570000,15000,petrol,individual,manual,second owner,18.6,1197.0
toyota etios liva gd,2015,450000,25000,diesel,individual,manual,first owner,23.59,1364.0
maruti ritz lxi,2016,270000,82000,petrol,individual,manual,third owner,18.5,1197.0
maruti ertiga vdi,2012,459999,87000,diesel,individual,manual,first owner,20.77,1248.0
maruti alto k10 vxi,2015,240000,80000,petrol,individual,manual,second owner,23.95,998.0
renault duster 110ps diesel rxz,2012,320000,110000,diesel,individual,manual,third owner,19.01,1461.0
tata manza aura (abs) quadrajet bs iv,2011,149000,148000,diesel,individual,manual,second owner,21.12,1248.0
mahindra scorpio s11 bsiv,2018,1500000,40000,diesel,individual,manual,first owner,16.36,2179.0
hyundai accent executive,2011,180000,70000,petrol,individual,manual,first owner,16.36,1495.0
hyundai santro xing gls lpg,2012,185000,70000,lpg,individual,manual,second owner,13.45,1086.0
maruti 800 ac,2008,65000,40000,petrol,individual,manual,second owner,16.1,796.0
tata indigo lx,2010,130000,120000,diesel,individual,manual,first owner,17.0,1405.0
ford fiesta classic 1.4 duratorq clxi,2012,330000,60000,diesel,individual,manual,first owner,17.8,1399.0
tata manza aura (abs) quadrajet,2011,190000,90000,diesel,dealer,manual,first owner,18.8,1248.0
maruti swift vdi,2014,501000,68000,diesel,dealer,manual,first owner,22.9,1248.0
honda amaze s i-dtec,2017,600000,24500,diesel,dealer,manual,first owner,25.8,1498.0
mahindra xuv500 w8 4wd,2012,570000,77000,diesel,dealer,manual,second owner,15.1,2179.0
honda amaze vx o idtec,2015,450000,85000,diesel,dealer,manual,first owner,25.8,1498.0
toyota etios 1.5 v,2011,285000,45500,petrol,dealer,manual,first owner,16.78,1496.0
maruti swift vdi,2014,490000,67000,diesel,dealer,manual,first owner,28.4,1248.0
maruti swift vdi,2014,500000,77000,diesel,dealer,manual,first owner,28.4,1248.0
hyundai eon magna plus,2016,275000,47000,petrol,dealer,manual,first owner,21.1,814.0
tata tiago xt,2017,440000,57000,petrol,dealer,manual,first owner,23.84,1199.0
hyundai i20 1.4 asta option,2018,825000,71500,diesel,dealer,manual,first owner,22.54,1396.0
toyota etios liva 1.4 gd,2012,411000,110000,diesel,dealer,manual,first owner,23.59,1364.0
maruti swift dzire vdi,2013,470000,82000,diesel,dealer,manual,second owner,26.59,1248.0
maruti swift vdi,2013,445000,70000,diesel,dealer,manual,second owner,28.4,1248.0
maruti baleno zeta diesel,2017,752000,28000,diesel,dealer,manual,first owner,27.39,1248.0
skoda rapid 1.5 tdi style plus black package,2016,650000,125000,diesel,dealer,manual,second owner,21.14,1498.0
maruti swift vdi,2013,450000,67000,diesel,dealer,manual,second owner,28.4,1248.0
honda city 1.5 v mt,2011,350000,93500,petrol,dealer,manual,third owner,17.0,1497.0
maruti swift vvt vxi,2012,511000,8500,petrol,dealer,manual,first owner,22.0,1197.0
maruti baleno zeta 1.3,2016,700000,80000,diesel,dealer,manual,first owner,27.39,1248.0
ford fiesta 1.4 duratec exi limited edition,2007,142000,97000,petrol,individual,manual,first owner,16.6,1388.0
tata new safari dicor 2.2 vx 4x2,2012,725000,90000,diesel,individual,manual,first owner,13.93,2179.0
hyundai i20 1.2 asta option,2017,630000,30000,petrol,individual,manual,first owner,18.6,1197.0
hyundai i20 sportz 1.2,2015,480000,50000,petrol,individual,manual,first owner,18.6,1197.0
maruti alto k10 vxi,2016,330000,30000,petrol,individual,manual,first owner,23.95,998.0
maruti gypsy king soft top mpi bsiv,2017,500000,20000,petrol,individual,manual,first owner,11.96,1298.0
volkswagen polo diesel highline 1.2l,2012,300000,60300,diesel,individual,manual,first owner,22.07,1199.0
tata zest quadrajet 1.3 xm,2015,400000,35000,diesel,individual,manual,first owner,23.0,1248.0
tata safari dicor 2.2 ex 4x2,2011,320000,80000,diesel,individual,manual,first owner,13.93,2179.0
hyundai i10 magna 1.1l,2008,180000,44391,petrol,individual,manual,second owner,19.81,1086.0
maruti baleno sigma 1.3,2016,530000,58000,diesel,individual,manual,first owner,27.39,1248.0
mahindra bolero 2011-2019 special edition,2015,600000,40000,diesel,individual,manual,first owner,15.96,2523.0
maruti ertiga shvs zdi,2017,780000,66000,diesel,individual,manual,second owner,24.52,1248.0
honda city i dtec sv,2016,700000,110000,diesel,individual,manual,first owner,26.0,1498.0
chevrolet beat diesel,2013,175000,56315,diesel,individual,manual,first owner,25.44,936.0
mahindra bolero power plus sle,2017,735000,70000,diesel,individual,manual,first owner,16.5,1493.0
toyota etios liva gd,2013,325000,120000,diesel,individual,manual,first owner,23.59,1364.0
chevrolet tavera ls b3 10 seats bsii,2006,225000,100000,diesel,individual,manual,first owner,14.8,2499.0
tata zest quadrajet 1.3 xm,2015,350000,90000,diesel,individual,manual,second owner,23.0,1248.0
maruti wagon r lxi duo bsiii,2006,110000,120000,lpg,individual,manual,third owner,17.3,1061.0
maruti zen estilo lxi bsiii,2007,85000,160000,petrol,individual,manual,fourth & above owner,18.2,998.0
toyota corolla ae,2006,150000,100000,petrol,individual,manual,fourth & above owner,13.4,1794.0
maruti swift dzire vdi,2009,225000,120000,diesel,individual,manual,third owner,19.3,1248.0
tata indica vista terra quadrajet 1.3l,2010,111000,100000,diesel,individual,manual,second owner,18.0,1248.0
maruti wagon r vxi minor,2007,150000,70000,petrol,individual,manual,third owner,18.9,1061.0
hyundai eon era plus,2017,300000,15151,petrol,individual,manual,second owner,21.1,814.0
mahindra scorpio 1.99 s6 plus,2015,630000,60000,diesel,individual,manual,first owner,15.4,1997.0
hyundai i10 era,2011,206000,100000,petrol,individual,manual,first owner,19.81,1086.0
maruti wagon r lxi,2006,70000,110000,petrol,individual,manual,fourth & above owner,18.9,998.0
hyundai grand i10 1.2 kappa magna at,2019,567000,7000,petrol,individual,automatic,first owner,18.9,1197.0
ford ecosport 1.5 ti vct mt titanium bsiv,2013,500000,70000,petrol,individual,manual,second owner,15.85,1499.0
hyundai grand i10 sportz,2015,400000,128000,petrol,individual,manual,first owner,18.9,1197.0
maruti swift vdi bsiv,2011,340000,160000,diesel,individual,manual,second owner,19.462816502829906,1430.789693178433
toyota innova 2.5 gx 8 str,2012,850000,120000,diesel,individual,manual,second owner,12.8,2494.0
maruti swift vdi bsiv,2014,570000,15000,diesel,individual,manual,first owner,25.2,1248.0
maruti swift dzire vdi,2017,699000,60000,diesel,individual,manual,first owner,28.4,1248.0
honda brio exclusive edition,2013,355000,80000,petrol,individual,manual,first owner,19.4,1198.0
maruti swift dzire vdi optional,2016,690000,80000,diesel,individual,manual,first owner,26.59,1248.0
ford fiesta 1.4 duratorq zxi,2006,180000,114321,diesel,individual,manual,second owner,17.8,1399.0
tata indica vista tdi lx,2013,200000,120000,diesel,individual,manual,first owner,19.4,1405.0
mahindra scorpio vlx 2wd airbag at bsiv,2012,575000,120000,diesel,individual,manual,second owner,12.05,2179.0
toyota etios liva gd,2014,415000,146000,diesel,individual,manual,first owner,23.59,1364.0
hyundai i10 magna lpg,2012,350000,30000,lpg,individual,manual,first owner,19.2,1086.0
hyundai eon d lite plus,2017,350000,20000,petrol,individual,manual,first owner,21.1,814.0
toyota platinum etios 1.4 gd,2017,632000,150000,diesel,individual,manual,first owner,23.59,1364.0
maruti eeco cng 5 seater ac bsiv,2014,325000,70000,cng,individual,manual,second owner,21.94,1196.0
hyundai elantra sx,2013,511000,90000,petrol,individual,manual,second owner,16.3,1797.0
honda city 1.5 v mt,2010,300000,100000,petrol,individual,manual,third owner,17.0,1497.0
maruti wagon r lxi,2005,70000,188000,petrol,individual,manual,fourth & above owner,18.9,998.0
hyundai i10 sportz 1.1l,2008,180000,100000,petrol,individual,manual,third owner,19.81,1086.0
hyundai i20 1.2 asta,2017,730000,37333,petrol,individual,manual,first owner,18.6,1197.0
maruti ertiga vdi,2014,450000,15000,diesel,individual,manual,second owner,20.77,1248.0
hyundai sonata 2.4 gdi mt,2012,550000,330000,petrol,individual,manual,second owner,13.44,2359.0
maruti wagon r lxi cng,2017,420000,60000,cng,individual,manual,first owner,26.6,998.0
toyota etios gd,2016,509999,80000,diesel,individual,manual,second owner,23.59,1364.0
toyota innova 2.5 g (diesel) 7 seater,2015,905000,110000,diesel,individual,manual,first owner,12.99,2494.0
maruti swift vdi bsiv,2010,240000,134000,diesel,individual,manual,second owner,19.462816502829906,1430.789693178433
maruti alto lx,2011,140000,72000,petrol,individual,manual,second owner,19.7,796.0
toyota innova 2.5 g (diesel) 7 seater bs iv,2006,300000,140000,diesel,individual,manual,second owner,12.8,2494.0
maruti ritz lxi,2015,300000,80000,petrol,individual,manual,second owner,18.5,1197.0
maruti swift dzire vdi,2010,225000,120000,diesel,individual,manual,second owner,19.3,1248.0
toyota innova 2.5 g (diesel) 8 seater,2015,860000,90000,diesel,individual,manual,second owner,12.99,2494.0
renault duster 85ps diesel rxl optional,2012,400000,100000,diesel,individual,manual,second owner,20.46,1461.0
maruti swift dzire lxi,2009,190000,90000,petrol,individual,manual,third owner,17.5,1298.0
honda amaze vx i-dtec,2013,350000,140000,diesel,individual,manual,third owner,25.8,1498.0
chevrolet spark 1.0 ls,2010,75000,120000,petrol,individual,manual,first owner,18.0,995.0
maruti vitara brezza vdi amt,2019,860000,35000,diesel,individual,automatic,first owner,24.3,1248.0
maruti alto k10 vxi,2014,250000,50000,petrol,individual,manual,second owner,23.95,998.0
hyundai verna 1.4 crdi,2017,700000,82000,diesel,individual,manual,first owner,24.8,1396.0
maruti swift vdi bsiv,2014,399000,70000,diesel,individual,manual,third owner,25.2,1248.0
maruti ritz lxi,2016,320000,90000,petrol,individual,manual,first owner,18.5,1197.0
skoda octavia ambition 2.0 tdi mt,2014,1100000,79000,diesel,individual,manual,second owner,20.6,1968.0
toyota innova 2.5 v diesel 7-seater,2011,750000,291000,diesel,individual,manual,second owner,12.8,2494.0
toyota innova 2.5 v diesel 7-seater,2010,750000,250000,diesel,individual,manual,second owner,12.8,2494.0
mahindra bolero 2011-2019 plus non ac bsiv ps,2018,530000,20000,diesel,individual,manual,first owner,15.96,2523.0
maruti ciaz zdi plus shvs,2017,750000,53000,diesel,individual,manual,first owner,28.09,1248.0
nissan micra xv cvt,2017,560000,21500,petrol,individual,automatic,first owner,19.34,1198.0
tata tiago 1.05 revotorq xz wo alloy,2017,450000,89000,diesel,individual,manual,first owner,27.28,1047.0
maruti swift dzire vxi,2013,459999,35000,petrol,individual,manual,second owner,19.1,1197.0
maruti zen estilo lxi bs iv,2013,235000,43000,petrol,individual,manual,second owner,19.0,998.0
hyundai santro xing gls,2009,180000,80000,petrol,individual,manual,second owner,17.92,1086.0
hyundai santro xing xs,2007,140000,80000,petrol,individual,manual,second owner,17.8,1086.0
hyundai i20 asta 1.4 crdi,2014,620000,110000,diesel,individual,manual,first owner,22.54,1396.0
hyundai eon era,2012,190000,100000,petrol,individual,manual,first owner,21.1,814.0
hyundai eon sportz,2018,380000,25000,petrol,individual,manual,first owner,21.1,814.0
ford ecosport s diesel bsiv,2019,1145000,20000,diesel,individual,manual,first owner,23.0,1498.0
tata zest quadrajet 1.3 75ps xe,2017,540000,70000,diesel,individual,manual,first owner,22.95,1248.0
toyota innova 2.5 v diesel 7-seater,2011,800000,197000,diesel,individual,manual,first owner,12.8,2494.0
maruti wagon r lxi bsiii,2006,150000,100000,petrol,individual,manual,second owner,14.0,1061.0
maruti 800 std,1995,55000,70000,petrol,individual,manual,first owner,16.1,796.0
mahindra xuv500 w10 2wd,2015,919999,140000,diesel,individual,manual,first owner,16.0,2179.0
maruti esteem lx,2008,75000,86000,petrol,individual,manual,second owner,19.462816502829906,1430.789693178433
maruti alto lxi bsiii,2009,135000,50000,petrol,individual,manual,first owner,19.7,796.0
tata tiago 1.2 revotron xz,2017,340000,40300,petrol,individual,manual,first owner,23.84,1199.0
toyota innova 2.5 g (diesel) 7 seater bs iv,2010,525000,120000,diesel,individual,manual,second owner,12.8,2494.0
maruti celerio vxi,2016,411000,25000,petrol,individual,manual,second owner,23.1,998.0
maruti wagon r lxi minor,2010,150000,155000,petrol,individual,manual,third owner,18.9,998.0
honda jazz 1.2 v at i vtec,2015,575000,50000,petrol,individual,automatic,first owner,19.0,1199.0
hyundai i20 asta option 1.2,2017,595000,30030,petrol,dealer,manual,first owner,18.6,1197.0
hyundai xcent 1.2 kappa sx option,2017,525000,29029,petrol,dealer,manual,first owner,19.1,1197.0
maruti ritz vdi,2012,335000,72072,diesel,dealer,manual,first owner,21.1,1248.0
ford figo diesel exi,2012,300000,54000,diesel,individual,manual,first owner,20.0,1399.0
hyundai i20 2015-2017 sportz option 1.4 crdi,2012,415000,82082,diesel,dealer,manual,first owner,22.54,1396.0
mahindra xuv500 w8 2wd,2016,925000,48000,diesel,individual,manual,second owner,16.0,2179.0
maruti ertiga bsiv zxi plus,2016,750000,20000,petrol,individual,manual,first owner,17.5,1373.0
hyundai verna crdi 1.6 at sx option,2018,1150000,49000,diesel,individual,automatic,first owner,22.0,1582.0
datsun go plus t bsiv,2015,260000,35000,petrol,individual,manual,third owner,19.44,1198.0
maruti alto 800 cng lxi,2017,260000,67000,cng,individual,manual,first owner,33.44,796.0
maruti swift dzire vdi bsiv,2011,347000,80600,diesel,individual,manual,first owner,19.3,1248.0
hyundai eon magna optional,2013,195000,58609,petrol,individual,manual,second owner,21.1,814.0
fiat punto pure 1.2l fire,2016,265000,33003,petrol,individual,manual,first owner,15.7,1172.0
maruti wagon r lxi cng,2016,320000,43000,cng,individual,manual,second owner,26.6,998.0
hyundai i20 magna 1.2,2016,590000,16500,petrol,individual,manual,first owner,18.6,1197.0
toyota innova 2.5 gx 8 str bsiv,2012,650000,138000,diesel,individual,manual,second owner,12.8,2494.0
mahindra scorpio 2009-2014 ex 9s bsiii,2013,509999,165500,diesel,individual,manual,second owner,14.0,2523.0
maruti swift dzire zdi,2011,350000,120000,diesel,individual,manual,second owner,19.3,1248.0
tata nexon 1.5 revotorq xm,2018,749000,30000,diesel,individual,manual,first owner,21.5,1497.0
tata indigo cs ls (tdi) bs iii,2010,150000,70000,diesel,individual,manual,second owner,19.09,1396.0
hyundai santro le,2001,33983,80000,petrol,individual,manual,second owner,19.462816502829906,1430.789693178433
maruti zen lx,2003,58000,170000,petrol,individual,manual,third owner,17.3,993.0
mahindra verito 1.5 d2 bsiv,2011,200000,120000,diesel,individual,manual,third owner,21.0,1461.0
mahindra jeep mm 540,1998,210000,47990,diesel,individual,manual,second owner,19.462816502829906,1430.789693178433
tata indica vista quadrajet ls,2014,240000,168000,diesel,individual,manual,second owner,22.3,1248.0
honda amaze e i-dtec,2017,515000,60000,diesel,individual,manual,second owner,25.8,1498.0
maruti alto lxi,2008,145000,120000,petrol,individual,manual,second owner,19.7,796.0
maruti wagon r vxi optional,2016,450000,5800,petrol,individual,manual,second owner,20.51,998.0
maruti a-star lxi,2010,179000,68700,petrol,individual,manual,third owner,19.0,998.0
hyundai verna xi (petrol),2007,220000,108000,petrol,individual,manual,third owner,13.9,1599.0
ford ecosport 1.5 petrol titanium plus bsiv,2018,850000,90000,petrol,individual,manual,first owner,17.0,1497.0
volkswagen polo petrol highline 1.2l,2011,270000,60000,petrol,individual,manual,second owner,16.47,1198.0
hyundai eon magna plus,2016,335000,17000,petrol,individual,manual,first owner,21.1,814.0
maruti wagon r vxi optional,2018,459999,5000,petrol,individual,manual,first owner,20.51,998.0
maruti vitara brezza ldi option,2017,710000,60000,diesel,individual,manual,first owner,24.3,1248.0
maruti swift dzire ldi,2015,330000,140000,diesel,individual,manual,second owner,26.59,1248.0
jeep compass 2.0 limited,2017,1515000,15000,diesel,individual,manual,first owner,17.1,1956.0
tata nexon 1.2 revotron xz plus,2018,750000,25000,petrol,individual,manual,first owner,17.0,1198.0
chevrolet spark 1.0 lt,2016,160000,50000,petrol,individual,manual,second owner,16.2,995.0
chevrolet beat diesel lt option,2016,215000,60000,diesel,individual,manual,second owner,25.44,936.0
tata nano cx bsiii,2012,60000,40000,petrol,individual,manual,second owner,25.4,624.0
maruti swift dzire vxi,2014,480000,72000,petrol,individual,manual,first owner,19.1,1197.0
tata manza aqua quadrajet bs iv,2012,140000,195000,diesel,individual,manual,second owner,21.12,1248.0
hyundai eon d lite,2012,200000,70000,petrol,individual,manual,first owner,21.1,814.0
nissan micra diesel xl optional,2013,400000,83000,diesel,individual,manual,first owner,23.08,1461.0
hyundai eon era plus,2012,180000,100000,petrol,individual,manual,second owner,21.1,814.0
maruti swift vxi optional,2015,550000,25000,petrol,individual,manual,first owner,20.4,1197.0
maruti swift vdi optional,2016,550000,50000,diesel,individual,manual,first owner,25.2,1248.0
maruti ertiga vdi,2012,550000,67000,diesel,individual,manual,first owner,20.77,1248.0
maruti zen estilo vxi bsiv,2011,270000,30000,petrol,individual,manual,first owner,19.0,998.0
renault pulse rxl,2013,315000,85000,diesel,individual,manual,first owner,23.08,1461.0
mahindra thar crde,2018,875000,25000,diesel,individual,manual,first owner,16.55,2498.0
toyota innova 2.5 g (diesel) 8 seater bs iv,2007,400000,170000,diesel,individual,manual,first owner,12.8,2494.0
mahindra scorpio ex,2014,540000,110000,diesel,individual,manual,first owner,14.0,2523.0
maruti wagon r lxi cng,2017,350000,60000,cng,individual,manual,first owner,26.6,998.0
hyundai verna 1.6 sx crdi (o),2011,360000,80000,diesel,individual,manual,second owner,22.32,1582.0
maruti wagon r vxi bs iv,2014,300000,31000,petrol,individual,manual,first owner,20.51,998.0
hyundai grand i10 crdi sportz,2014,350000,100000,diesel,individual,manual,first owner,24.0,1120.0
mahindra nuvosport n8,2016,650000,130000,diesel,individual,manual,first owner,17.45,1493.0
maruti wagon r lxi optional,2016,350000,20000,petrol,individual,manual,first owner,20.51,998.0
ford ecosport 1.5 tdci trend plus bsiv,2017,700000,60000,diesel,individual,manual,first owner,22.77,1498.0
maruti swift dzire vdi,2013,415000,102996,diesel,individual,manual,second owner,23.4,1248.0
hyundai i20 sportz 1.4 crdi,2015,550000,60000,diesel,individual,manual,first owner,22.54,1396.0
mahindra xuv500 w8 4wd,2012,595000,129000,diesel,individual,manual,third owner,15.1,2179.0
fiat grande punto evo 1.3 dynamic,2015,550000,67000,diesel,individual,manual,first owner,21.2,1248.0
toyota fortuner 2.5 4x2 mt trd sportivo,2015,2000000,120000,diesel,individual,manual,first owner,13.0,2494.0
tata safari dicor 2.2 ex 4x2,2010,400000,120000,diesel,individual,manual,fourth & above owner,13.93,2179.0
fiat avventura power up 1.3 emotion,2015,500000,96500,diesel,individual,manual,first owner,20.5,1248.0
maruti wagon r lxi bsiii,2017,340000,52412,petrol,dealer,manual,first owner,18.9,998.0
mahindra scorpio sle bs iv,2012,480000,85472,diesel,dealer,manual,first owner,12.05,2179.0
ford ecosport 1.5 tdci titanium plus bsiv,2013,480000,87452,diesel,dealer,manual,second owner,22.77,1498.0
ford ecosport 1.5 diesel ambiente bsiv,2018,750000,17000,diesel,individual,manual,first owner,23.0,1498.0
maruti wagon r lxi minor,2008,100000,66530,petrol,individual,manual,second owner,18.9,1061.0
hyundai i20 magna,2013,290000,40000,petrol,individual,manual,first owner,18.5,1197.0
fiat avventura power up 1.3 emotion,2015,425000,96500,diesel,individual,manual,first owner,20.5,1248.0
honda city v mt,2010,285000,79000,petrol,individual,manual,first owner,16.8,1497.0
mahindra tuv 300 mhawk100 t8,2016,625000,50000,diesel,individual,manual,first owner,18.49,1493.0
fiat grande punto active (diesel),2012,170000,60000,diesel,individual,manual,second owner,20.3,1248.0
tata zest revotron 1.2t xms,2018,459999,35000,petrol,individual,manual,first owner,17.57,1193.0
fiat avventura multijet emotion,2015,450000,120000,diesel,individual,manual,first owner,20.5,1248.0
maruti swift dzire amt vxi,2019,650000,10000,petrol,individual,automatic,first owner,21.21,1197.0
hyundai i20 active 1.2 s,2017,600000,15000,petrol,individual,manual,first owner,17.19,1197.0
maruti alto 800 cng lxi,2013,178000,70000,cng,individual,manual,second owner,30.46,796.0
maruti alto 800 lxi,2016,300000,5000,petrol,individual,manual,first owner,22.74,796.0
maruti alto lxi,2009,150000,40000,petrol,individual,manual,first owner,19.7,796.0
hyundai elite i20 petrol magna exective,2019,590000,10000,petrol,individual,manual,first owner,18.6,1197.0
hyundai eon era plus,2016,310000,25000,petrol,individual,manual,first owner,21.1,814.0
tata zest revotron 1.2t xms,2017,400000,53000,petrol,individual,manual,first owner,17.57,1193.0
mahindra scorpio lx,2014,520000,110000,diesel,individual,manual,second owner,12.05,2179.0
ashok leyland stile le,2013,300000,200000,diesel,individual,manual,second owner,20.07,1461.0
mahindra xuv300 w8 option bsiv,2019,1000000,22000,petrol,individual,manual,first owner,17.0,1197.0
maruti wagon r vxi,2003,65000,70000,petrol,individual,manual,fourth & above owner,18.9,998.0
honda amaze vx i-dtec,2015,509999,75000,diesel,individual,manual,second owner,25.8,1498.0
maruti wagon r vxi bsiii,2012,221000,70000,petrol,individual,manual,first owner,18.9,998.0
volkswagen vento 1.6 highline,2014,390000,64000,petrol,individual,manual,third owner,15.04,1598.0
maruti gypsy king soft top mpi bsiv,2002,350000,60000,petrol,individual,manual,first owner,11.96,1298.0
maruti alto lxi,2009,195000,40000,petrol,individual,manual,first owner,19.7,796.0
audi q7 3.0 tdi quattro,2010,1750000,110000,diesel,individual,automatic,second owner,12.07,2967.0
mahindra scorpio vlx 2wd airbag bsiii,2013,600000,60000,diesel,individual,manual,first owner,12.05,2179.0
hyundai i20 sportz option 1.4 crdi,2015,615000,72000,diesel,individual,manual,first owner,22.54,1396.0
hyundai i20 magna 1.4 crdi (diesel),2013,350000,70000,diesel,individual,manual,second owner,21.9,1396.0
chevrolet beat diesel ls,2012,140000,75000,diesel,individual,manual,first owner,25.44,936.0
hyundai i20 1.4 sportz,2017,650000,32331,diesel,individual,manual,second owner,22.54,1396.0
hyundai creta 1.6 crdi sx plus,2016,1100000,70000,diesel,individual,manual,first owner,19.67,1582.0
