name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage(km/ltr/kg),engine,car_age,km_per_year,price_per_km,brand,is_luxury,engine_category,mileage_category,is_first_owner,age_x_km,brand_avg_price
renault duster 85ps diesel rxe,2015,550000,130000,diesel,individual,manual,second owner,20.45,1461.0,11,10833.333333333334,4.230736686640872,renault,0,medium,high,0,1430000,449694.1359223301
volkswagen polo diesel highline 1.2l,2011,330000,120000,diesel,individual,manual,first owner,22.07,1199.0,15,7500.0,2.749977083524304,volkswagen,0,medium,high,1,1800000,489574.6954022989
hyundai eon era plus,2014,220000,80000,petrol,individual,manual,third owner,21.1,814.0,12,6153.846153846154,2.7499656254296823,hyundai,0,small,high,0,960000,450973.4849921011
maruti ritz zxi,2013,415000,60000,petrol,individual,manual,second owner,18.5,1197.0,13,4285.714285714285,6.916551390810153,maruti,0,medium,medium,0,780000,387911.1913123845
maruti alto lx bsiii,2007,150000,75000,petrol,individual,manual,first owner,19.7,796.0,19,3750.0,1.999973333688884,maruti,0,small,medium,1,1425000,387911.1913123845
hyundai getz gls,2005,150000,89000,petrol,individual,manual,second owner,15.3,1341.0,21,4045.4545454545455,1.6853743216368355,hyundai,0,medium,medium,0,1869000,450973.4849921011
hyundai verna crdi abs,2007,240000,110000,diesel,individual,manual,first owner,18.1,1493.0,19,5500.0,2.181798347287752,hyundai,0,medium,medium,1,2090000,450973.4849921011
maruti alto lx bsiii,2009,170000,90000,petrol,individual,manual,second owner,19.7,796.0,17,5000.0,1.8888679014677614,maruti,0,small,medium,0,1530000,387911.1913123845
maruti ciaz zdi plus shvs,2015,550000,40000,diesel,individual,manual,third owner,28.09,1248.0,11,3333.3333333333335,13.749656258593536,maruti,0,medium,very_high,0,440000,387911.1913123845
nissan micra fashion edition xl cvt,2017,500000,26000,petrol,individual,automatic,first owner,19.34,1198.0,9,2600.0,19.230029614245606,nissan,0,medium,medium,1,234000,456616.38356164383
mahindra xylo d2,2011,180000,120000,diesel,individual,manual,second owner,13.0,2489.0,15,7500.0,1.4999875001041658,mahindra,0,premium,low,0,1800000,616710.4889196676
mahindra kuv 100 mfalcon g80 k4,2017,360000,29000,petrol,individual,manual,first owner,18.15,1198.0,9,2900.0,12.413365056377366,mahindra,0,medium,medium,1,261000,616710.4889196676
maruti swift dzire vxi,2014,400000,120000,petrol,individual,manual,first owner,19.1,1197.0,12,9230.76923076923,3.3333055557870352,maruti,0,medium,medium,1,1440000,387911.1913123845
hyundai accent gle,2009,120000,70000,petrol,individual,manual,second owner,13.2,1495.0,17,3888.8888888888887,1.7142612248396452,hyundai,0,medium,low,0,1190000,450973.4849921011
maruti vitara brezza zdi plus dual tone,2016,765000,100000,diesel,individual,manual,second owner,24.3,1248.0,10,9090.90909090909,7.649923500764992,maruti,0,medium,high,0,1000000,387911.1913123845
maruti vitara brezza zdi plus dual tone,2016,919999,90150,diesel,individual,manual,first owner,24.3,1248.0,10,8195.454545454546,10.2050892391654,maruti,0,medium,high,1,901500,387911.1913123845
toyota platinum etios 1.4 gxd,2018,730000,90000,diesel,individual,manual,first owner,23.59,1364.0,8,10000.0,8.111020988655682,toyota,0,medium,high,1,720000,889490.1344537815
tata zest quadrajet 1.3 75ps xm,2016,320000,120000,diesel,individual,manual,first owner,22.95,1248.0,10,10909.09090909091,2.666644444629628,tata,0,medium,high,1,1200000,344393.97836166923
honda amaze s i-dtech,2015,455000,90000,diesel,individual,manual,second owner,25.8,1498.0,11,7500.0,5.055499383340185,honda,0,medium,very_high,0,990000,573563.908839779
datsun go t option bsiv,2015,350000,50000,petrol,individual,manual,first owner,20.63,1198.0,11,4166.666666666667,6.999860002799944,datsun,0,medium,high,1,550000,316017.49122807017
mahindra tuv 300 t8,2016,509999,110000,diesel,individual,manual,first owner,18.49,1493.0,10,10000.0,4.636312397160026,mahindra,0,medium,medium,1,1100000,616710.4889196676
tata indigo ls,2011,175000,85700,diesel,individual,manual,second owner,17.0,1405.0,15,5356.25,2.041983174058646,tata,0,medium,medium,0,1285500,344393.97836166923
mahindra bolero 2011-2019 di non ac bs iii silver,2013,325000,178000,diesel,individual,manual,first owner,15.96,2523.0,13,12714.285714285714,1.8258324391436003,mahindra,0,premium,medium,1,2314000,616710.4889196676
tata indigo cs gls bsiii,2011,120000,70000,petrol,individual,manual,second owner,15.2,1193.0,15,4375.0,1.7142612248396452,tata,0,medium,medium,0,1050000,344393.97836166923
hyundai i10 sportz,2014,300000,30000,petrol,individual,manual,second owner,20.36,1197.0,12,2307.6923076923076,9.999666677777407,hyundai,0,medium,high,0,360000,450973.4849921011
honda city i dtec e,2015,500000,100000,diesel,individual,manual,first owner,26.0,1498.0,11,8333.333333333334,4.999950000499995,honda,0,medium,very_high,1,1100000,573563.908839779
maruti baleno delta 1.2,2016,562000,25339,petrol,individual,manual,first owner,21.4,1197.0,10,2303.5454545454545,22.17837411207577,maruti,0,medium,high,1,253390,387911.1913123845
hyundai eon magna plus,2014,250000,10000,petrol,individual,manual,first owner,21.1,814.0,12,769.2307692307693,24.997500249975,hyundai,0,small,high,1,120000,450973.4849921011
tata zest quadrajet 1.3 xt,2017,484999,35000,diesel,individual,manual,first owner,20.65,1248.0,9,3500.0,13.856718379474872,tata,0,medium,high,1,315000,344393.97836166923
hyundai i10 sportz,2013,280000,35000,petrol,individual,manual,second owner,20.36,1197.0,13,2500.0,7.999771435101854,hyundai,0,medium,high,0,455000,450973.4849921011
maruti ertiga vdi,2015,571000,68000,diesel,individual,manual,second owner,20.77,1248.0,11,5666.666666666667,8.396935339186188,maruti,0,medium,high,0,748000,387911.1913123845
maruti swift vxi,2013,400000,40000,petrol,individual,manual,first owner,18.6,1197.0,13,2857.1428571428573,9.999750006249844,maruti,0,medium,medium,1,520000,387911.1913123845
tata indigo cs ls (tdi) bs-iii,2015,295000,120000,diesel,individual,manual,second owner,19.09,1405.0,11,10000.0,2.4583128473929383,tata,0,medium,medium,0,1320000,344393.97836166923
mahindra bolero lx,2006,210000,120000,diesel,individual,manual,first owner,19.462816502829902,1430.789693178433,20,5714.285714285715,1.7499854167881934,mahindra,0,medium,medium,1,2400000,616710.4889196676
ford figo petrol exi,2011,250000,25000,petrol,individual,manual,first owner,15.6,1196.0,15,1562.5,9.99960001599936,ford,0,medium,medium,1,375000,504376.6925207756
mahindra bolero 2011-2019 sle,2015,610000,40000,diesel,individual,manual,second owner,15.96,2523.0,11,3333.3333333333335,15.249618759531012,mahindra,0,premium,medium,0,440000,616710.4889196676
tata indica vista quadrajet vx,2012,175000,60000,diesel,individual,manual,first owner,22.3,1248.0,14,4000.0,2.9166180563657274,tata,0,medium,high,1,840000,344393.97836166923
ford figo diesel titanium,2011,204999,70000,diesel,individual,manual,second owner,20.0,1399.0,15,4375.0,2.928515306924187,ford,0,medium,high,0,1050000,504376.6925207756
mahindra xuv500 w8 2wd,2013,750000,80000,diesel,individual,manual,second owner,15.1,2179.0,13,5714.285714285715,9.374882813964826,mahindra,0,premium,medium,0,1040000,616710.4889196676
maruti swift dzire vdi optional,2017,589000,41232,diesel,dealer,manual,first owner,26.59,1248.0,9,4123.2,14.284674896320908,maruti,0,medium,very_high,1,371088,387911.1913123845
toyota innova 2.5 g (diesel) 8 seater bs iv,2005,310000,200000,diesel,individual,manual,second owner,12.8,2494.0,21,9090.90909090909,1.5499922500387497,toyota,0,premium,low,0,4200000,889490.1344537815
tata sumo ex,2016,445000,63000,diesel,dealer,manual,first owner,15.3,2956.0,10,5727.272727272727,7.063379946350058,tata,0,premium,medium,1,630000,344393.97836166923
mahindra bolero b4,2015,445000,62000,diesel,dealer,manual,first owner,21.0,1498.0,11,5166.666666666667,7.177303591877551,mahindra,0,medium,high,1,682000,616710.4889196676
tata new safari 3l dicor lx 4x2,2012,450000,68240,diesel,dealer,manual,first owner,13.93,2956.0,14,4549.333333333333,6.594276168285928,tata,0,premium,low,1,955360,344393.97836166923
mahindra scorpio 1.99 s10 4wd,2008,450000,78000,diesel,dealer,manual,first owner,15.4,1997.0,18,4105.263157894737,5.769156805681979,mahindra,0,large,medium,1,1404000,616710.4889196676
maruti swift vdi bsiv,2017,525000,38000,diesel,dealer,manual,second owner,19.462816502829902,1430.789693178433,9,3800.0,13.815425909844478,maruti,0,medium,medium,0,342000,387911.1913123845
maruti wagon r vxi,2010,200000,35000,petrol,dealer,manual,first owner,18.9,998.0,16,2058.823529411765,5.7141224536441815,maruti,0,small,medium,1,560000,387911.1913123845
maruti swift dzire lxi,2018,611000,9000,petrol,dealer,manual,first owner,19.1,1197.0,8,1000.0,67.88134651705366,maruti,0,medium,medium,1,72000,387911.1913123845
hyundai creta 1.6 crdi anniversary edition,2016,819999,39000,diesel,dealer,manual,first owner,19.67,1582.0,10,3545.4545454545455,21.025076280095384,hyundai,0,large,medium,1,390000,450973.4849921011
hyundai creta 1.4 crdi s,2016,825000,39000,diesel,dealer,manual,first owner,21.38,1396.0,10,3545.4545454545455,21.153303761442015,hyundai,0,medium,high,1,390000,450973.4849921011
ford ecosport 1.5 diesel titanium,2015,599000,92651,diesel,dealer,manual,first owner,21.7,1498.0,11,7720.916666666667,6.465052022622285,ford,0,medium,high,1,1019161,504376.6925207756
maruti swift lxi bsiv,2018,490000,28000,petrol,dealer,manual,first owner,16.1,1197.0,8,3111.1111111111113,17.49937502232063,maruti,0,medium,medium,1,224000,387911.1913123845
tata zest revotron 1.2 xt,2020,500000,40000,petrol,individual,manual,first owner,17.57,1193.0,6,5714.285714285715,12.499687507812304,tata,0,medium,medium,1,240000,344393.97836166923
mahindra xuv500 w10 2wd,2017,1100000,88754,diesel,dealer,manual,first owner,16.0,2179.0,9,8875.4,12.393667962368317,mahindra,0,premium,medium,1,798786,616710.4889196676
ford aspire titanium bsiv,2019,675000,7000,petrol,individual,manual,first owner,19.4,1194.0,7,875.0,96.41479788601629,ford,0,medium,medium,1,49000,504376.6925207756
mahindra xuv500 w9 2wd,2018,1350000,40000,diesel,individual,manual,first owner,16.0,2179.0,8,4444.444444444444,33.74915627109322,mahindra,0,premium,medium,1,320000,616710.4889196676
hyundai grand i10 1.2 kappa sportz dual tone,2018,570000,20000,petrol,individual,manual,first owner,18.9,1197.0,8,2222.222222222222,28.49857507124644,hyundai,0,medium,medium,1,160000,450973.4849921011
hyundai grand i10 1.2 crdi asta,2017,455000,50000,diesel,individual,manual,first owner,24.0,1186.0,9,5000.0,9.099818003639927,hyundai,0,medium,high,1,450000,450973.4849921011
hyundai eon era plus,2013,165000,45000,petrol,individual,manual,second owner,21.1,814.0,13,3214.285714285714,3.6665851869958446,hyundai,0,small,high,0,585000,450973.4849921011
honda city i vtec vx option bl,2016,925000,22000,petrol,individual,manual,first owner,17.8,1497.0,10,2000.0,42.04354347529658,honda,0,medium,medium,1,220000,573563.908839779
tata indigo cs elx bs iv,2014,215000,100000,diesel,individual,manual,second owner,25.0,1396.0,12,7692.307692307692,2.149978500214998,tata,0,medium,very_high,0,1200000,344393.97836166923
maruti swift vxi optional,2016,470000,23700,petrol,individual,manual,first owner,20.4,1197.0,10,2154.5454545454545,19.83038690350618,maruti,0,medium,high,1,237000,387911.1913123845
maruti swift vxi deca,2016,470000,23700,petrol,individual,manual,first owner,20.4,1197.0,10,2154.5454545454545,19.83038690350618,maruti,0,medium,high,1,237000,387911.1913123845
maruti ciaz zdi plus shvs,2017,650000,60000,diesel,individual,manual,first owner,28.09,1248.0,9,6000.0,10.833152780786987,maruti,0,medium,very_high,1,540000,387911.1913123845
renault captur 1.5 diesel rxt,2017,900000,50000,diesel,individual,manual,first owner,20.37,1461.0,9,5000.0,17.999640007199854,renault,0,medium,high,1,450000,449694.1359223301
ford fiesta 1.6 sxi abs duratec,2011,325000,53287,petrol,dealer,manual,first owner,19.462816502829902,1430.789693178433,15,3330.4375,6.098934093979883,ford,0,medium,medium,1,799305,504376.6925207756
ford fiesta classic 1.4 sxi duratorq,2009,190000,100000,diesel,individual,manual,second owner,17.8,1399.0,17,5555.555555555556,1.8999810001899982,ford,0,medium,medium,0,1700000,504376.6925207756
hyundai i20 active 1.4 sx with avn,2017,715000,60000,diesel,individual,manual,first owner,21.19,1396.0,9,6000.0,11.916468058865686,hyundai,0,medium,high,1,540000,450973.4849921011
tata indigo cs evx,2013,227999,60000,diesel,individual,manual,second owner,25.0,1396.0,13,4285.714285714285,3.799920001333311,tata,0,medium,very_high,0,780000,344393.97836166923
chevrolet beat diesel lt,2015,200000,40000,diesel,individual,manual,first owner,25.44,936.0,11,3333.3333333333335,4.999875003124922,chevrolet,0,small,very_high,1,440000,268349.6296296296
maruti wagon r lxi cng,2017,400000,110000,cng,individual,manual,first owner,26.6,998.0,9,11000.0,3.63633057881292,maruti,0,small,very_high,1,990000,387911.1913123845
maruti ertiga shvs vdi,2016,725000,110000,diesel,individual,manual,first owner,24.52,1248.0,10,10000.0,6.590849174098417,maruti,0,medium,high,1,1100000,387911.1913123845
ford figo diesel titanium,2014,300000,80000,diesel,individual,manual,first owner,20.0,1399.0,12,6153.846153846154,3.74995312558593,ford,0,medium,high,1,960000,504376.6925207756
toyota innova 2.5 gx (diesel) 8 seater,2016,1151000,69500,diesel,individual,manual,second owner,12.99,2494.0,10,6318.181818181818,16.56091279262169,toyota,0,premium,low,0,695000,889490.1344537815
datsun go t bsiv,2014,225000,33000,petrol,individual,manual,first owner,20.63,1198.0,12,2538.4615384615386,6.817975212872337,datsun,0,medium,high,1,396000,316017.49122807017
hyundai i10 magna 1.1l,2016,380000,80000,petrol,individual,manual,first owner,19.81,1086.0,10,7272.727272727273,4.749940625742179,hyundai,0,medium,medium,1,800000,450973.4849921011
hyundai elite i20 magna plus bsiv,2019,630000,5000,petrol,individual,manual,first owner,18.6,1197.0,7,625.0,125.9748050389922,hyundai,0,medium,medium,1,35000,450973.4849921011
hyundai i10 magna 1.2 itech se,2014,351000,25000,petrol,individual,manual,first owner,20.36,1197.0,12,1923.076923076923,14.039438422463101,hyundai,0,medium,high,1,300000,450973.4849921011
skoda fabia 1.2 tdi active plus,2012,199000,50000,diesel,individual,manual,second owner,20.86,1199.0,14,3333.3333333333335,3.979920401591968,skoda,0,medium,high,0,700000,591442.8142857143
tata hexa xe,2017,850000,50000,diesel,individual,manual,first owner,17.6,2179.0,9,5000.0,16.999660006799864,tata,0,premium,medium,1,450000,344393.97836166923
tata indica vista terra quadrajet 1.3l,2010,105000,120000,diesel,individual,manual,second owner,18.0,1248.0,16,7058.823529411765,0.8749927083940967,tata,0,medium,medium,0,1920000,344393.97836166923
tata manza aura (abs) quadrajet,2010,300000,120000,diesel,individual,manual,third owner,18.8,1248.0,16,7058.823529411765,2.4999791668402764,tata,0,medium,medium,0,1920000,344393.97836166923
toyota innova 2.5 gx (diesel) 7 seater,2016,950000,80000,diesel,individual,manual,first owner,12.99,2494.0,10,7272.727272727273,11.874851564355446,toyota,0,premium,low,1,800000,889490.1344537815
mahindra tuv 300 t8,2015,430000,110000,diesel,individual,manual,second owner,18.49,1493.0,11,9166.666666666666,3.909055372223889,mahindra,0,medium,medium,0,1210000,616710.4889196676
ford endeavour 3.2 titanium at 4x4,2016,2100000,80000,diesel,individual,automatic,first owner,10.91,3198.0,10,7272.727272727273,26.249671879101513,ford,0,premium,low,1,800000,504376.6925207756
hyundai grand i10 1.2 crdi sportz,2018,540000,30000,diesel,individual,manual,first owner,24.0,1186.0,8,3333.3333333333335,17.99940001999933,hyundai,0,medium,high,1,240000,450973.4849921011
hyundai santro xing gl lpg,2012,175000,60000,lpg,individual,manual,second owner,17.8,1086.0,14,4000.0,2.9166180563657274,hyundai,0,medium,medium,0,840000,450973.4849921011
hyundai creta 1.6 crdi at sx plus,2018,1150000,44000,diesel,individual,automatic,first owner,17.01,1582.0,8,4888.888888888889,26.135769641599055,hyundai,0,large,medium,1,352000,450973.4849921011
maruti alto 800 lxi,2020,350000,5000,petrol,individual,manual,first owner,22.05,796.0,6,714.2857142857143,69.98600279944012,maruti,0,small,high,1,30000,387911.1913123845
hyundai elite i20 petrol asta option,2019,690000,18000,petrol,individual,manual,first owner,18.6,1197.0,7,2250.0,38.33120382200989,hyundai,0,medium,medium,1,126000,450973.4849921011
hyundai i20 asta 1.4 crdi,2015,535000,80000,diesel,individual,manual,first owner,22.54,1396.0,11,6666.666666666667,6.687416407294909,hyundai,0,medium,high,1,880000,450973.4849921011
maruti vitara brezza zdi plus,2016,730000,100000,diesel,individual,manual,first owner,24.3,1248.0,10,9090.90909090909,7.299927000729992,maruti,0,medium,high,1,1000000,387911.1913123845
hyundai eon era plus,2016,280000,19000,petrol,individual,manual,first owner,21.1,814.0,10,1727.2727272727273,14.736066522814589,hyundai,0,small,high,1,190000,450973.4849921011
maruti swift amt zxi,2019,650000,33000,petrol,individual,automatic,first owner,21.21,1197.0,7,4125.0,19.69637283718675,maruti,0,medium,high,1,231000,387911.1913123845
toyota innova 2.5 gx 7 str,2012,520000,162000,diesel,individual,manual,fourth & above owner,12.8,2494.0,14,10800.0,3.209856729279449,toyota,0,premium,low,0,2268000,889490.1344537815
hyundai xcent 1.2 vtvt e,2020,360000,65000,petrol,individual,manual,second owner,20.14,1197.0,6,9285.714285714286,5.538376332671805,hyundai,0,medium,high,0,390000,450973.4849921011
maruti swift dzire vdi bsiv,2011,250000,170000,diesel,individual,manual,first owner,19.3,1248.0,15,10625.0,1.4705795848259715,maruti,0,medium,medium,1,2550000,387911.1913123845
volkswagen ameo 1.5 tdi trendline,2017,575000,40000,diesel,individual,manual,first owner,21.66,1498.0,9,4000.0,14.37464063398415,volkswagen,0,medium,high,1,360000,489574.6954022989
tata indigo cs ls (tdi) bs iii,2012,170000,120000,diesel,individual,manual,third owner,19.09,1396.0,14,8000.0,1.41665486120949,tata,0,medium,medium,0,1680000,344393.97836166923
maruti vitara brezza ldi option,2017,711000,53000,diesel,individual,manual,first owner,24.3,1248.0,9,5300.0,13.414841229410765,maruti,0,medium,high,1,477000,387911.1913123845
maruti wagon r vxi bsiii,2013,250000,90000,petrol,individual,manual,first owner,18.9,998.0,13,6428.571428571428,2.7777469139231785,maruti,0,small,medium,1,1170000,387911.1913123845
maruti swift dzire vdi optional,2017,675000,35000,diesel,individual,manual,first owner,26.59,1248.0,9,3500.0,19.285163281049112,maruti,0,medium,very_high,1,315000,387911.1913123845
maruti wagon r vxi bs iv,2016,325000,50000,petrol,individual,manual,first owner,20.51,998.0,10,4545.454545454545,6.499870002599948,maruti,0,small,high,1,500000,387911.1913123845
maruti alto 800 lxi,2016,250000,20000,petrol,individual,manual,first owner,22.74,796.0,10,1818.1818181818182,12.499375031248437,maruti,0,small,high,1,200000,387911.1913123845
maruti swift amt zdi,2019,740000,38000,diesel,individual,automatic,first owner,28.4,1248.0,7,4750.0,19.473171758637932,maruti,0,medium,very_high,1,266000,387911.1913123845
honda cr-v 2.4l 4wd at avn,2017,1750000,73000,petrol,dealer,automatic,first owner,12.0,2354.0,9,7300.0,23.97227435240613,honda,0,premium,low,1,657000,573563.908839779
maruti ciaz 1.3 alpha,2017,800000,28050,diesel,dealer,manual,first owner,28.09,1248.0,9,2805.0,28.519482371394957,maruti,0,medium,very_high,1,252450,387911.1913123845
honda cr-v 2.4l 4wd at avn,2017,1825000,58000,petrol,dealer,automatic,first owner,12.0,2354.0,9,5800.0,31.464974741814796,honda,0,premium,low,1,522000,573563.908839779
tata hexa xta,2017,1295000,58000,diesel,dealer,automatic,first owner,17.6,2179.0,9,5800.0,22.327201255150772,tata,0,premium,medium,1,522000,344393.97836166923
renault duster 85ps diesel rxz,2014,425000,69000,diesel,dealer,manual,first owner,19.87,1461.0,12,5307.692307692308,6.159331024188055,renault,0,medium,medium,1,828000,449694.1359223301
mercedes-benz gl-class 350 cdi luxury,2016,4090000,70000,diesel,dealer,automatic,first owner,12.0,2987.0,10,6363.636363636364,58.4277367466179,mercedes-benz,1,premium,low,1,700000,2253347.8260869565
hyundai creta 1.6 sx automatic diesel,2015,910000,40000,diesel,dealer,automatic,first owner,17.6,1582.0,11,3333.3333333333335,22.749431264218394,hyundai,0,large,medium,1,440000,450973.4849921011
mahindra bolero 2011-2019 slx,2011,325000,142000,diesel,individual,manual,first owner,15.96,2523.0,15,8875.0,2.288716276645939,mahindra,0,premium,medium,1,2130000,616710.4889196676
maruti swift vxi deca,2016,500000,22947,petrol,individual,manual,first owner,20.4,1197.0,10,2086.090909090909,21.78839114519784,maruti,0,medium,high,1,229470,387911.1913123845
hyundai i10 sportz,2013,300000,30000,petrol,individual,manual,second owner,20.36,1197.0,13,2142.8571428571427,9.999666677777407,hyundai,0,medium,high,0,390000,450973.4849921011
hyundai eon d lite plus,2016,270000,7672,petrol,individual,manual,first owner,21.1,814.0,10,697.4545454545455,35.18832268995178,hyundai,0,small,high,1,76720,450973.4849921011
maruti alto lxi,2010,160000,36659,petrol,individual,manual,first owner,19.7,796.0,16,2156.4117647058824,4.36442989634479,maruti,0,small,medium,1,586544,387911.1913123845
maruti omni e mpi std bs iv,2016,210000,60000,petrol,individual,manual,first owner,16.8,796.0,10,5454.545454545455,3.499941667638873,maruti,0,small,medium,1,600000,387911.1913123845
mahindra xuv500 w4,2014,850000,120000,diesel,individual,manual,first owner,15.1,2179.0,12,9230.76923076923,7.08327430604745,mahindra,0,premium,medium,1,1440000,616710.4889196676
mahindra xuv500 w4,2014,880000,120000,diesel,individual,manual,first owner,15.1,2179.0,12,9230.76923076923,7.333272222731477,mahindra,0,premium,medium,1,1440000,616710.4889196676
maruti zen estilo sports,2010,150000,39000,petrol,individual,manual,first owner,16.9,1061.0,16,2294.1176470588234,3.8460552293530936,maruti,0,medium,medium,1,624000,387911.1913123845
mahindra tuv 300 t8 amt,2015,775000,45000,diesel,individual,automatic,first owner,18.49,1493.0,11,3750.0,17.221839514677452,mahindra,0,medium,medium,1,495000,616710.4889196676
maruti alto lxi,2009,160000,70000,petrol,individual,manual,third owner,19.7,796.0,17,3888.8888888888887,2.285681633119527,maruti,0,small,medium,0,1190000,387911.1913123845
ford figo diesel exi,2012,220000,100000,diesel,individual,manual,second owner,20.0,1399.0,14,6666.666666666667,2.199978000219998,ford,0,medium,high,0,1400000,504376.6925207756
hyundai i20 1.4 asta option,2017,670000,48000,diesel,individual,manual,first owner,22.54,1396.0,9,4800.0,13.9580425407804,hyundai,0,medium,high,1,432000,450973.4849921011
hyundai i20 1.4 sportz,2018,780000,35000,diesel,individual,manual,first owner,22.54,1396.0,8,3888.8888888888887,22.28507756921231,hyundai,0,medium,high,1,280000,450973.4849921011
maruti baleno sigma 1.2,2017,515000,23000,petrol,individual,manual,first owner,21.4,1197.0,9,2300.0,22.39033085518021,maruti,0,medium,high,1,207000,387911.1913123845
hyundai i20 2015-2017 asta 1.4 crdi,2017,800000,14000,diesel,individual,manual,first owner,22.54,1396.0,9,1400.0,57.13877580172845,hyundai,0,medium,high,1,126000,450973.4849921011
mahindra xuv500 w8 2wd,2014,850000,60000,diesel,individual,manual,first owner,15.1,2179.0,12,4615.384615384615,14.166430559490674,mahindra,0,premium,medium,1,720000,616710.4889196676
hyundai eon era plus,2013,200000,60000,petrol,individual,manual,second owner,21.1,814.0,13,4285.714285714285,3.3332777787036885,hyundai,0,small,high,0,780000,450973.4849921011
skoda fabia 1.4 tdi ambiente,2008,140000,150000,diesel,individual,manual,third owner,19.4,1422.0,18,7894.736842105263,0.9333271111525924,skoda,0,medium,medium,0,2700000,591442.8142857143
hyundai verna 1.6 vtvt at sx,2016,800000,80000,petrol,individual,automatic,second owner,17.01,1591.0,10,7272.727272727273,9.999875001562481,hyundai,0,large,medium,0,800000,450973.4849921011
maruti alto k10 2010-2014 vxi,2013,250000,35000,petrol,individual,manual,first owner,20.92,998.0,13,2500.0,7.142653067055227,maruti,0,small,high,1,455000,387911.1913123845
maruti s-cross 2017-2020 zeta ddis 200 sh,2017,800000,44500,diesel,individual,manual,first owner,25.1,1248.0,9,4450.0,17.97712410957057,maruti,0,medium,very_high,1,400500,387911.1913123845
maruti ciaz zdi plus,2015,600000,60000,diesel,individual,manual,third owner,26.21,1248.0,11,5000.0,9.999833336111065,maruti,0,medium,very_high,0,660000,387911.1913123845
renault fluence diesel e4,2012,250000,120000,diesel,individual,manual,third owner,21.8,1461.0,14,8000.0,2.083315972366897,renault,0,medium,high,0,1680000,449694.1359223301
honda amaze s i-dtec,2016,500000,80000,diesel,individual,manual,second owner,25.8,1498.0,10,7272.727272727273,6.2499218759765505,honda,0,medium,very_high,0,800000,573563.908839779
maruti gypsy king soft top mpi bsiv,2019,750000,9900,petrol,individual,manual,first owner,11.96,1298.0,7,1237.5,75.74992425007575,maruti,0,medium,low,1,69300,387911.1913123845
maruti swift zdi,2014,650000,68000,diesel,individual,manual,first owner,22.9,1248.0,12,5230.7692307692305,9.558682960544697,maruti,0,medium,high,1,816000,387911.1913123845
toyota etios liva g,2012,350000,40000,petrol,individual,manual,third owner,19.462816502829902,1430.789693178433,14,2666.6666666666665,8.749781255468614,toyota,0,medium,medium,0,560000,889490.1344537815
honda brv i-dtec v mt,2016,950000,60000,diesel,individual,manual,first owner,21.9,1498.0,10,5454.545454545455,15.833069448842519,honda,0,medium,high,1,600000,573563.908839779
chevrolet tavera neo 3 ls 10 seats bsiii,2015,580000,110000,diesel,individual,manual,second owner,13.58,2499.0,11,9166.666666666666,5.272679339278734,chevrolet,0,premium,low,0,1210000,268349.6296296296
hyundai grand i10 1.2 kappa sportz dual tone,2019,640000,10000,petrol,individual,manual,first owner,18.9,1197.0,7,1250.0,63.993600639936005,hyundai,0,medium,medium,1,70000,450973.4849921011
mahindra scorpio vlx 2wd at bsiii,2014,800000,80000,diesel,individual,automatic,first owner,11.79,2179.0,12,6153.846153846154,9.999875001562481,mahindra,0,premium,low,1,960000,616710.4889196676
maruti a-star vxi,2011,347000,30000,petrol,individual,manual,first owner,19.0,998.0,15,1875.0,11.566281123962534,maruti,0,small,medium,1,450000,387911.1913123845
mahindra xuv500 w8 2wd,2014,1000000,120000,diesel,individual,manual,third owner,15.1,2179.0,12,9230.76923076923,8.333263889467588,mahindra,0,premium,medium,0,1440000,616710.4889196676
hyundai eon sportz,2016,300000,35000,petrol,individual,manual,first owner,21.1,814.0,10,3181.818181818182,8.571183680466273,hyundai,0,small,high,1,350000,450973.4849921011
tata tigor 1.2 revotron xz,2017,493000,40000,petrol,individual,manual,first owner,20.3,1199.0,9,4000.0,12.324691882702933,tata,0,medium,high,1,360000,344393.97836166923
hyundai grand i10 magna,2014,370000,60000,petrol,individual,manual,first owner,18.9,1197.0,12,4615.384615384615,6.166563890601823,hyundai,0,medium,medium,1,720000,450973.4849921011
maruti swift dzire zdi,2008,250000,90000,diesel,individual,manual,fourth & above owner,19.3,1248.0,18,4736.8421052631575,2.7777469139231785,maruti,0,medium,medium,0,1620000,387911.1913123845
datsun redigo 1.0 t option,2017,300000,20000,petrol,individual,manual,first owner,22.5,999.0,9,2000.0,14.999250037498125,datsun,0,small,high,1,180000,316017.49122807017
renault kwid climber 1.0 amt,2017,450000,40000,petrol,individual,automatic,first owner,24.04,999.0,9,4000.0,11.249718757031074,renault,0,small,high,1,360000,449694.1359223301
ford figo diesel titanium,2010,185000,124316,diesel,dealer,manual,second owner,20.0,1399.0,16,7312.705882352941,1.488131148595928,ford,0,medium,high,0,1989056,504376.6925207756
mahindra xuv300 w8 option dual tone diesel bsiv,2019,1225000,6544,diesel,individual,manual,first owner,20.0,1497.0,7,818.0,187.1657754010695,mahindra,0,medium,high,1,45808,616710.4889196676
toyota innova 2.5 gx (diesel) 8 seater,2015,1000000,50000,diesel,individual,manual,first owner,12.99,2494.0,11,4166.666666666667,19.99960000799984,toyota,0,premium,low,1,550000,889490.1344537815
